URL	Label	Label	Label	Label	Label	A=MBFCLink	Score
feministfrequency.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/feminist-frequency/	0.41
www.sbs.com.au/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/special-broadcasting-service-sbs/	0.62
trofire.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/ring-of-fire/	0.53
www.ejinsight.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/ej-insight-eji/	0.83
www.thenewstribune.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-news-tribune/	0.7
www.theaustralian.com.au/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-australian/	0.98
www.c-span.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/c-span/	0.97
www.theskimm.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-skimm/	0.51
en.wikinews.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/wikinews/	0.36
www.valleynewslive.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/red-river-valley-news/	0.37
english.aawsat.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/asharq-al-awsat/	0.29
www.fifthestate.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/fifth-estate/	0.47
www.themarshallproject.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-marshall-project/	0.54
lawnewz.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/law-newz/	0.44
www.charlotteobserver.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/charlotte-observer/	0.78
www.doctorswithoutborders.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/doctors-without-borders/	0.8
warontherocks.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/war-on-the-rocks/	0.55
newsela.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/newsela/	0.7
www.govexec.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/government-executive/	0.63
freakonomics.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/freakonomics-radio/	0.84
www.thefiscaltimes.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-fiscal-times/	0.57
www.splcenter.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/southern-poverty-law-center/	0.92
www.statnews.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/stat-news/	0.62
savejersey.com/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/save-jersey/	0.22
www.thenews.mx/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-news-mexico-city/	0.84
international.thenewslens.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-news-lens/	0.3
www.scarymommy.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/scary-mommy/	0.64
www.independent.ie/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/irish-independent/	0.69
www.theautomaticearth.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-automatic-earth/	0.79
stocknewsusa.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/stock-news-usa/	0.15
www.icrw.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/international-center-for-research-on-women/	0.51
www.independent.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/santa-barbara-independent/	0.42
natmonitor.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/leftcenter/national-monitor/	0.19
www.counterpunch.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/counterpunch/	0.92
www.aclu.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/american-civil-liberties-union-aclu/	0.91
www.dailyrecord.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/daily-record/	0.45
rationalwiki.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/rationalwiki/	0.33
www.advocate.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/advocate/	0.79
www.smh.com.au/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-sydney-morning-herald/	0.98
www.cnet.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/cnet/	0.99
www.hpenews.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/high-point-enterprise/	0.26
www.startribune.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/minneapolis-star-tribune/	0.84
www.caribbeanlifenews.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/caribbean-life-news/	0.45
wilderness.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-wilderness-society/	0.52
www.sciencealert.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/sciencealert/	0.63
www.wilsoncenter.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/woodrow-wilson-international-center-for-scholars/	0.58
www.nationmaster.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/nationmaster/	0.64
www.sentencingproject.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/sentencing-project/	0.6
www.dissentmagazine.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/dissent-magazine/	0.76
baptistnews.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/baptist-news-global/	0.35
www.anthropocenemagazine.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/conservation-magazine/	0.36
www.sourcewatch.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/sourcewatch/	0.65
geopoliticsalert.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/geopolitics-alert/	0.49
projectcensored.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/project-censored/	0.9
thetab.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-tab/	0.23
maplight.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/maplight/	0.73
euobserver.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/eu-observer/	0.74
www.mayoclinic.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/mayo-clinic/	0.85
www.themonthly.com.au/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-monthly-australia/	0.55
thetyee.ca/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-tyee/	0.68
www.constitutionproject.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/constitution-project/	0.3
mediamatters.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/media-matters/	0.94
www.janes.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/ihs-janes-360/	0.8
www.bullshido.net/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/bullshido/	0.35
www.zeit.de/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/die-zeit/	0.86
www.carbonated.tv/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/carbonated-tv/	0.28
www.militarytimes.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/military-times/	0.7
www.mentaldaily.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/mental-daily/	0.14
angrywhitemen.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/angry-white-men/	0.44
www.scicentral.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/scicentral/	0.37
www.valuewalk.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/valuewalk/	0.77
www.recode.net/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/recode/	0.81
www.votevets.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/votevets-org/	0.56
mosaicscience.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/mosaic/	0.31
www.financialexpress.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/financial-express/	0.93
www.thoughtco.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/thoughtco/	0.48
www.haaretz.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/haaretz/	0.98
www.salon.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/salon/	0.94
www.thefrisky.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/the-frisky/	0.61
www.electoral-vote.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/electoral-vote-com/	0.84
www.edmontonsun.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/edmonton-sun/	0.81
thestrategybridge.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-strategy-bridge/	0.25
www.necn.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/new-england-cable-news-necn/	0.5
techxplore.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/techxplore/	0.83
www.macleans.ca/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/macleans-magazine/	0.79
www.seattlepi.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/seattle-post-intelligencer/	0.56
www.medscape.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/medscape/	0.96
www.independent.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-independent-review/	0.71
www.arkansasonline.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/arkansas-democrat-gazette/	0.76
www.hrw.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/human-rights-watch/	0.9
www.americanscientist.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/american-scientist/	0.63
www.albawaba.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/al-bawaba/	0.65
www.readingthepictures.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/reading-the-pictures/	0.74
populardemocracy.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/center-popular-democracy/	0.33
fortnightlyreview.co.uk/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/fortnightly-review/	0.33
rewire.news/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/rewire/	0.72
www.bridgemi.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/bridge-magazine/	0.3
www.skeptic.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/skeptic-magazine/	0.75
www.thenewatlantis.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-new-atlantis/	0.68
www.fitsnews.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/fitsnews/	0.52
www.al.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/al-com-alabama-news/	0.64
www.humanium.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/humanium/	0.3
hotair.com/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/hot-air/	0.97
www.straitstimes.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-straits-times/	0.93
firstdraftnews.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/first-draft-news/	0.33
www.pantagraph.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-pantagraph/	0.43
www.sltrib.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/salt-lake-tribune/	0.76
www.realclearpolicy.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/real-clear-policy/	0.71
www.juancole.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/informed-comment/	0.95
www.miaminewtimes.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/miami-new-times-2/	0.45
www.csmonitor.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/christian-science-monitor/	0.92
rsf.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/reporters-without-borders/	0.82
www.fairvote.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/fairvote/	0.73
thebaffler.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-baffler/	0.58
www.healthyway.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/healthyway/	0.2
www.itv.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/itv-news/	0.79
filmingcops.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/filming-cops/	0.32
www.fairobserver.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/fair-observer/	0.49
www.amnesty.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/amnesty-international/	0.94
www.sacbee.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/sacramento-bee/	0.81
www.samefacts.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/reality-based-community/	0.86
represent.us/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/represent-us/	0.45
www.usaspending.gov/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/usa-spending/	0.83
www.publicintegrity.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/center-for-public-integrity/	0.75
www.upworthy.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/upworthy/	0.51
www.thecipherbrief.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-cipher-brief/	0.28
thelibertarianrepublic.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-libertarian-republic/	0.46
www.demos.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/demos/	0.59
resourcewatch.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/resource-watch/	0.32
www.pressherald.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/portland-press-herald/	0.72
www.epi.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/economic-policy-institute/	0.7
www.rollingstone.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/rolling-stone/	0.94
www.providencejournal.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-providence-journal/	0.79
www.congress.gov/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/congress-gov/	0.69
www.brookings.edu/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/brookings-institute/	0.86
crimeola.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/crimeola/	0.08
www.pastemagazine.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/paste-magazine/	0.77
nation.com.pk/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-nation-pakistan/	0.85
thehumanist.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-humanist-magazine/	0.5
www.nextavenue.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/next-avenue/	0.67
www.thesmokinggun.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-smoking-gun/	0.88
ijr.com/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/independent-journal-review/	0.63
www.telegraph.co.uk/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/daily-telegraph/	0.96
www.newbernsj.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/new-bern-sun-journal/	0.34
backchannel.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/backchannel/	0.28
www.allgov.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/allgov/	0.61
people.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/people-magazine/	0.93
wearyourvoicemag.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/wear-your-voice/	0.22
theweek.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-week/	0.91
www.attn.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/attn/	0.36
www.vocativ.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/vocativ/	0.43
www.project-syndicate.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/project-syndicate/	0.87
nextobserver.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/next-observer/	0.03
www.liberationnews.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/liberation-news/	0.52
www.bjreview.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/beijing-review/	0.65
www.timesofisrael.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/times-of-israel/	0.76
shadowproof.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/shadow-proof/	0.94
www.sciencebasedmedicine.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/science-based-medicine/	0.72
www.thetruthaboutguns.com/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/the-truth-about-guns/	0.66
www.tvw.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/tvw-washington-state/	0.91
whatstheharm.net/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/whats-the-harm/	0.46
www.realmofhistory.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/realm-of-history/	0.2
www.icenews.is/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/ice-news/	0.4
www.nationaljournal.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/national-journal/	0.86
singularityhub.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/singularityhub/	0.79
www.military.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/military-com/	0.77
www.govtrack.us/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/govtrack/	0.8
www.britannica.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/encyclopedia-britannica/	0.89
guardianlv.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/guardian-liberty-voice/	0.38
www.irena.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/international-renewable-energy-agency-irena/	0.59
en.wikipedia.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/world-socialist-web-site/	1.0
oceana.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/oceana/	0.6
bust.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/bust-magazine/	0.68
newleftreview.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/new-left-review/	0.8
thevarsity.ca/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-varsity/	0.21
www.engadget.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/engadget/	0.98
www.verywell.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/verywell/	0.49
www.popularmechanics.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/popular-mechanics/	0.9
www.9news.com.au/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/9-news-australia/	0.81
www.dailydot.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/daily-dot/	0.64
news.harvard.edu/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/harvard-gazette/	0.25
www.strategypage.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/strategypage/	0.8
taskandpurpose.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/task-and-purpose/	0.43
www.democracynow.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/democracy-now/	0.94
www.noozhawk.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/noozhawk/	0.55
votesmart.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/votesmart/	0.78
niskanencenter.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/niskanen-center/	0.26
securingdemocracy.gmfus.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/alliance-securing-democracy/	0.23
www.scoopnest.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/scoopnest/	0.98
oilprice.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/oil-price/	0.91
www.truthorfiction.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/truthorfiction-com/	0.59
theihs.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/institute-for-humane-studies/	0.39
www.polygraph.info/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/polygraph-info/	0.3
lifehacker.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/lifehacker/	0.98
thegrio.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/thegrio/	0.73
www.metro.us/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/metro/	0.79
breakingdefense.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/breaking-defense/	0.39
wn.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/world-news/	0.87
www.curvemag.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/curve-magazine/	0.47
www.globaltimes.cn/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/global-times-china/	0.95
merionwest.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/merion-west/	0.2
ctj.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/citizens-for-tax-justice/	0.4
www.smithsonianmag.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/smithsonian-magazine/	0.8
talkingpointsmemo.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/talking-points-memo/	0.98
www.peninsuladailynews.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/peninsula-daily-news/	0.44
www.nextbigfuture.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/next-big-future/	0.81
everydayfeminism.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/everyday-feminism/	0.38
